MSN,YYYYMM,Value,Column_Order,Description,Unit
NUETPUS,199012,51582,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199013,576862,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199101,54369,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199102,47863,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199103,49121,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199104,41631,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199105,46755,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199106,54208,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199107,60735,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199108,58473,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199109,51874,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199110,47653,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199111,46295,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199112,53589,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199113,612565,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199201,57849,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199202,52804,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199203,45835,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199204,42268,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199205,45627,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199206,51185,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199207,56049,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199208,58656,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199209,50919,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199210,48784,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199211,50726,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199212,58075,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199213,618776,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199301,59076,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199302,51319,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199303,46606,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199304,43199,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199305,50367,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199306,52620,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199307,56502,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199308,56209,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199309,49989,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199310,44434,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199311,46862,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199312,53108,3,Nuclear Electricity Net Generation,Million Kilowatthours
NUETPUS,199313,610291,3,Nuclear Electricity Net Generation,Million Kilowatthours
